0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Date,CG Scheme,SG Scheme,E Tier I,C Tier I,G Tier I,E Tier II,C Tier II,G Tier II,NPS Lite,Corporate CG,APY,A Tier I,A Tier II,NPS TTS-II
2009-10-27,11.5885,10.1983,9.9938,10.1964,10.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-10-28,11.5900,10.1938,9.9225,10.1982,10.7558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-10-29,11.5887,10.1967,9.8602,10.2158,10.7599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-10-30,11.5870,10.1928,9.7871,10.2182,10.7402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-10-31,11.5892,10.1958,9.7836,10.2201,10.7430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-01,11.5914,10.1971,9.7836,10.2221,10.7440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-02,11.5936,10.1983,9.7836,10.2241,10.7450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-03,11.5876,10.2082,9.7372,10.2273,10.7873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-04,11.5995,10.2102,9.7357,10.2439,10.7591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-05,11.6024,10.2145,9.8433,10.2587,10.7515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-06,11.6087,10.2126,9.8867,10.2639,10.7415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-07,11.6109,10.2138,9.8954,10.2658,10.7425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-08,11.6131,10.2150,9.8954,10.2677,10.7434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2009-11-09,11.6264,10.2308,10.0405,10.4399,10.7479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
